ligne_source,transaction_id,client_id,date_transaction,type_transaction,montant,sens,produit_id,agence_id,canal,statut,frais,devise
223,T000000223,C001895,2026-05-01 04:02:02,Paiement carte,-113.94,Débit,P001,A007,TPE,Validée,0.0,EUR
224,T000000224,C002205,2023-07-21 03:10:20,Paiement carte,-292.76,Débit,P001,A025,Application mobile,Validée,0.0,EUR
225,T000000225,C005941,2023-04-21 10:53:56,Remboursement,345.78,crédit,P010,A009,Agence,Validée,0.0,EUR
226,T000000226,C005357,2026-02-02 17:34:41,Retrait DAB,-50.21,Débit,P001,A023,Web,Validée,0.0,EUR
227,T000000227,C004715,2024-08-27 00:39:04,Virement émis,-14.7,Débit,P001,A006,Application mobile,Validée,0.0,EUR
228,T000000228,C004027,2025-07-23 00:39:25,Virement émis,-16.92,Débit,P001,A014,Web,Validée,0.0,EUR
229,T000000229,C000567,2023-06-12 05:19:51,Paiement carte,-25.12,Débit,P002,A003,Application mobile,Rejetée,0.0,EUR
230,T000000230,C000402,2023-05-16 19:24:48,Paiement carte,-94.94,Débit,P002,A018,DAB,Validée,0.0,EUR
231,T000000231,C001819,2024-03-11 18:03:01,Virement émis,-77.62,Débit,P001,A011,Application mobile,Validée,0.0,EUR
232,T000000232,C002540,2024-07-17 13:31:59,Virement reçu,130.09,Crédit,P009,A012,Application mobile,Validée,0.0,EUR
233,T000000233,C005164,2026-04-26 02:25:03,Paiement carte,-269.43,Débit,P009,A006,Application mobile,Validée,0.0,EUR
234,T000000234,C004268,2025-06-18 08:58:33,Paiement carte,-105.51,Débit,P001,A001,TPE,Validée,0.0,EUR
235,T000000235,C000440,2026-04-22 21:55:32,Paiement carte,-51.67,Débit,P008,A004,Agence,Validée,0.0,EUR
236,T000000236,C000377,2025-04-25 08:35:37,Remboursement,384.74,Crédit,P008,A010,Agence,Validée,0.0,EUR
237,T000000237,C004272,2026-06-26 17:25:32,Virement reçu,207.43,Crédit,P001,A013,Application mobile,Validée,0.0,EUR
238,T000000238,C002112,2023-09-22 01:38:03,Virement reçu,67.93,Crédit,P001,A007,TPE,Rejetée,0.0,EUR
239,T000000239,C002430,2024-07-11 01:25:42,Virement reçu,164.96,Crédit,P001,A013,Application mobile,Validée,0.0,EUR
240,T000000240,C003025,2024-05-28 14:08:58,Virement reçu,171.2,Crédit,P007,A023,Agence,Validée,0.0,EUR
241,T000000241,C005073,2025-09-15 05:52:24,Virement émis,-83.47,Débit,P001,A002,DAB,Validée,0.0,EUR
242,T000000242,C001428,2024-09-28 10:58:14,Virement reçu,159.87,Crédit,P002,A017,Application mobile,Validée,0.0,EUR
243,T000000243,C003769,2025-05-25 00:54:52,Retrait DAB,-65.03,Débit,P002,A010,Application mobile,Validée,0.0,EUR
244,T000000244,C003744,2024-10-28 02:32:30,Remboursement,459.6,Crédit,P010,A005,Application mobile,Validée,0.0,EUR
245,T000000245,C000195,2026-02-05 22:46:52,Prélèvement,-22.45,Débit,P001,A024,DAB,Validée,0.0,EUR
246,T000000246,C003848,2025-06-21 07:37:16,Remboursement,578.57,Crédit,P004,A012,TPE,Validée,0.0,EUR
247,T000000247,C000978,2024-06-14 05:42:01,Dépôt,81.79,Crédit,P002,A014,Application mobile,Validée,0.0,EUR
248,T000000248,C004144,2023-08-01 04:04:01,Virement émis,-66.9,Débit,P001,A025,TPE,Validée,0.0,EUR
249,T000000249,C005371,2024-10-29 03:04:14,Dépôt,768.61,Crédit,P004,A024,Application mobile,Validée,0.0,EUR
250,T000000250,C003317,2025-06-12 21:21:58,Paiement carte,-46.62,Débit,P008,A014,Application mobile,Validée,0.0,EUR
251,T000000251,C001826,2025-12-18 23:50:21,Paiement carte,-33.87,Débit,P001,A010,TPE,Validée,0.0,EUR
252,T000000252,C004375,2023-06-08 17:27:49,Retrait DAB,-80.32,Débit,P002,A011,Agence,Validée,0.0,EUR
253,T000000253,C005709,2025-08-22 11:41:12,Retrait DAB,-76.67,Débit,P001,A005,Application mobile,Validée,0.0,EUR
254,T000000254,C005155,2023-01-17 21:34:18,Prélèvement,-240.63,Débit,P004,A014,Application mobile,Validée,0.0,EUR
255,T000000255,C001016,2024-04-02 09:47:45,Prélèvement,-21.81,Débit,P001,A001,Agence,Validée,0.0,EUR
256,T000000256,C005406,2024-07-28 01:10:32,Paiement carte,-21.52,Débit,P005,A021,Agence,Validée,0.0,EUR
257,T000000257,C001952,2023-12-09 19:42:21,Virement émis,-51.43,Débit,,A001,Application mobile,Validée,0.0,EUR
258,T000000258,C001243,2025-02-25 22:40:00,Virement reçu,146.45,Crédit,P010,A022,DAB,Validée,0.0,EUR
259,T000000259,C002776,2024-12-09 01:30:50,Virement reçu,359.25,Crédit,P001,A008,Application mobile,Validée,0.0,EUR
260,T000000260,C000601,2023-09-13 08:34:50,Remboursement,36.79,Crédit,P002,A010,DAB,Validée,0.0,EUR
261,T000000261,C004586,2025-12-25 06:18:34,Paiement carte,-74.09,Débit,P008,A020,DAB,Validée,0.0,EUR
262,T000000262,C005145,2024-08-09 18:40:04,Paiement carte,-41.49,Débit,P001,A020,Application mobile,Validée,0.0,EUR
263,T000000263,C003924,2026-01-26 06:14:01,Remboursement,482.39,Crédit,P002,A009,Application mobile,Validée,0.0,EUR
264,T000000264,C002510,2025-07-18 18:05:37,Paiement carte,-52.6,Débit,P001,A017,DAB,Rejetée,0.0,EUR
265,T000000265,C002424,2026-02-20 01:00:41,Prélèvement,-212.17,Débit,P001,A022,Application mobile,Validée,0.0,EUR
266,T000000266,C005156,2025-11-29 23:51:43,Paiement carte,-42.49,Débit,P007,A006,Web,Validée,0.0,EUR
267,T000000267,C003324,2023-04-07 15:12:18,Paiement carte,-64.61,Débit,P010,A018,Web,Validée,0.0,EUR
268,T000000268,C002532,2023-06-02 00:17:02,Virement reçu,668.91,Crédit,P008,A022,Application mobile,Validée,0.0,EUR
269,T000000269,C001928,2025-09-10 09:20:25,Prélèvement,-292.38,Débit,P002,A006,Application mobile,Validée,0.0,EUR
270,T000000270,C005555,2026-02-04 16:17:39,Remboursement,224.26,Crédit,P004,A023,Application mobile,Validée,0.0,EUR
271,T000000271,C000349,2023-10-03 02:06:34,Paiement carte,-59.51,Débit,P003,A010,Agence,Validée,0.0,EUR
272,T000000272,C002576,2025-05-04 07:53:58,Virement émis,-94.85,Débit,P001,A025,TPE,En attente,0.0,EUR
273,T000000273,C002141,2024-12-21 23:25:14,Virement reçu,32.51,Crédit,P004,A015,Application mobile,Validée,0.0,EUR
274,T000000274,C002149,2023-06-27 10:08:10,Virement émis,-1670.36,Débit,P001,A016,Application mobile,Validée,0.0,EUR
275,T000000275,C005205,2024-08-16 16:17:28,Prélèvement,-14.9,Débit,P001,A018,TPE,Validée,0.0,EUR
276,T000000276,C003976,2023-01-06 18:56:54,Paiement carte,-171.0,Débit,P001,A001,Application mobile,Validée,0.0,EUR
277,T000000277,C004571,2024-11-07 21:09:47,Dépôt,404.98,Crédit,P007,A022,Application mobile,Validée,0.0,EUR
278,T000000278,C005759,2025-08-06 22:19:07,Retrait DAB,-46.33,Débit,P007,A023,Agence,Validée,0.0,EUR
279,T000000279,C004856,2025-10-11 21:12:59,Paiement carte,-164.22,Débit,P001,A013,Application mobile,Validée,0.0,EUR
280,T000000280,C000318,2023-06-05 13:30:20,Prélèvement,-177.96,Débit,P001,A007,Application mobile,Validée,0.0,EUR
281,T000000281,C001949,2026-04-30 23:16:44,Dépôt,563.09,Crédit,P001,A018,DAB,Validée,0.0,EUR
282,T000000282,C005253,2026-02-01 17:12:35,Virement émis,-138.09,Débit,P009,A007,Application mobile,Validée,0.0,EUR
283,T000000283,C005552,2023-07-16 08:05:36,Paiement carte,-83.74,Débit,P002,A009,TPE,Validée,0.0,EUR
284,T000000284,C000937,2025-11-09 09:32:10,Paiement carte,-60.75,Débit,P010,A018,Web,Rejetée,0.0,EUR
285,T000000285,C001962,2023-08-09 05:00:38,Virement émis,-65.14,Débit,P003,A025,TPE,Validée,0.0,EUR
286,T000000286,C005976,2025-08-22 21:29:37,Paiement carte,-216.53,Débit,P002,A021,Web,Validée,0.0,EUR
287,T000000287,C005760,2025-07-02 14:01:08,Remboursement,617.48,Crédit,P001,A025,TPE,Validée,0.0,EUR
288,T000000288,C004574,2025-06-01 10:53:52,Virement reçu,125.03,Crédit,P009,A025,Application mobile,Validée,0.0,EUR
289,T000000289,C005215,2024-11-05 05:36:18,Paiement carte,-34.59,Débit,P001,A023,Web,Validée,0.0,EUR
290,T000000290,C003240,2023-07-21 17:41:05,Prélèvement,-123.55,Débit,P002,A006,Web,Validée,0.0,EUR
291,T000000291,C001734,2026-04-28 10:46:22,Paiement carte,-219.5,Débit,P002,A022,Application mobile,Validée,0.0,EUR
292,T000000292,C002972,2026-06-24 18:05:04,Virement reçu,42.36,Crédit,P002,A012,Application mobile,Validée,0.0,EUR
293,T000000293,C004844,2023-05-26 03:11:29,Paiement carte,-152.18,Débit,P003,A003,TPE,Validée,0.0,EUR
294,T000000294,C004393,2024-06-21 23:28:52,Prélèvement,-113.08,Débit,P002,A008,Web,Validée,0.0,EUR
295,T000000295,C004923,2025-10-20 07:19:58,Prélèvement,-122.9,Débit,P001,A003,TPE,Validée,0.0,EUR
296,T000000296,C005031,2025-08-20 12:22:55,Frais bancaires,-30.0,Débit,P008,A005,Application mobile,Validée,30.0,EUR
297,T000000297,C002044,2025-08-07 01:00:58,Paiement carte,-69.72,Débit,P001,A009,Agence,Validée,0.0,EUR
298,T000000298,C002707,2026-04-15 14:36:35,Prélèvement,-275.8,Débit,P001,A010,Application mobile,Validée,0.0,EUR
299,T000000299,C005364,2025-06-13 07:47:05,Paiement carte,-64.45,Débit,P002,A013,Web,Validée,0.0,EUR
300,T000000300,C005127,2024-07-13 18:00:09,Frais bancaires,-5.0,Débit,P002,A025,Application mobile,Validée,5.0,EUR
301,T000000301,C004506,2024-04-23 19:52:54,Paiement carte,-42.12,Débit,P001,A008,Web,Validée,0.0,EUR
302,T000000302,C001387,2023-08-24 17:31:55,Paiement carte,-96.0,Débit,P007,A013,Agence,Validée,0.0,EUR
303,T000000303,C003750,2024-11-09 23:36:48,Virement émis,-11.27,Débit,P002,A003,TPE,Validée,0.0,EUR
304,T000000304,C000933,2023-02-26 10:59:12,Dépôt,75.23,Crédit,P001,A004,Web,Validée,0.0,EUR
305,T000000305,C001690,2025-11-03 01:48:30,Prélèvement,-94.62,Débit,P006,A003,Web,Validée,0.0,EUR
306,T000000306,C004702,2023-04-29 10:15:49,Paiement carte,-423.96,Débit,P004,A016,Application mobile,Validée,0.0,EUR
307,T000000307,C001317,2024-07-02 21:24:40,Remboursement,177.58,Crédit,P002,A001,TPE,Validée,0.0,EUR
308,T000000308,C005391,2023-12-05 02:05:22,Virement reçu,152.1,Crédit,P001,A018,Application mobile,Validée,0.0,EUR
309,T000000309,C002938,2025-09-13 22:21:44,Virement émis,-134.58,Débit,P007,A002,Application mobile,Validée,0.0,EUR
310,T000000310,C005967,2026-05-09 15:55:37,Paiement carte,-48.37,Débit,P007,A020,DAB,Validée,0.0,EUR
311,T000000311,C004721,2025-12-27 00:56:15,Frais bancaires,-8.0,Débit,P008,A019,TPE,Validée,8.0,EUR
312,T000000312,C000987,2024-05-06 23:58:22,Paiement carte,-36.03,Débit,P009,A001,Agence,Validée,0.0,EUR
313,T000000313,C003735,2026-03-07 18:27:25,Prélèvement,-160.04,Débit,P001,A008,TPE,Validée,0.0,EUR
314,T000000314,C004980,2025-08-06 07:09:46,Prélèvement,-58.18,débit,P001,A001,Application mobile,Validée,0.0,EUR
315,T000000315,C003614,2024-04-19 04:38:19,Paiement carte,-47.12,Débit,P001,A003,Agence,Validée,0.0,EUR
316,T000000316,C002600,2024-09-06 03:30:52,Paiement carte,-109.36,Débit,P001,A006,TPE,Validée,0.0,EUR
317,T000000317,C001721,2025-04-21 15:27:52,Paiement carte,-63.13,Débit,P001,A006,Web,Validée,0.0,EUR
318,T000000318,C003132,2024-03-07 19:47:46,Prélèvement,-31.98,Débit,P009,A007,Application mobile,Validée,0.0,EUR
319,T000000319,C003767,2026-01-11 18:14:12,Remboursement,489.36,Crédit,P005,A014,DAB,Validée,0.0,EUR
320,T000000320,C004324,2025-10-04 02:41:51,Paiement carte,-100.09,Débit,P001,A005,Web,Validée,0.0,EUR
321,T000000321,C005474,2024-07-17 23:02:39,Prélèvement,-88.06,Débit,P009,A001,Application mobile,Validée,0.0,EUR
322,T000000322,C000582,2023-02-23 23:06:49,Paiement carte,-205.64,Débit,P002,A006,Application mobile,Validée,0.0,EUR
323,T000000323,C001275,2024-10-29 05:13:15,Paiement carte,-220.14,Débit,P010,A006,TPE,Validée,0.0,EUR
324,T000000324,C005637,2026-01-20 21:58:00,Prélèvement,-115.64,Débit,P010,A006,Web,Validée,0.0,EUR
325,T000000325,C004553,2023-12-31 20:28:16,Virement reçu,123.29,Crédit,P001,A014,Agence,Validée,0.0,EUR
326,T000000326,C001998,2025-06-01 20:38:12,Prélèvement,-40.03,Débit,P001,A007,Application mobile,Validée,0.0,EUR
327,T000000327,C000608,2023-09-06 00:18:48,Virement reçu,82.0,Crédit,P007,A025,Agence,Validée,0.0,EUR
328,T000000328,C000564,2023-10-03 09:33:54,Paiement carte,-31.36,Débit,P001,A005,TPE,Validée,0.0,EUR
329,T000000329,C000049,2023-06-04 01:38:58,Virement reçu,126.24,Crédit,P001,A011,Web,Validée,0.0,EUR
330,T000000330,C003272,2026-02-06 17:14:47,Dépôt,145.0,Crédit,P001,A023,Application mobile,Validée,0.0,EUR
331,T000000331,C000116,2024-10-15 23:17:36,Paiement carte,-89.3,Débit,P002,A025,Web,Validée,0.0,EUR
332,T000000332,C000520,2025-07-05 23:44:16,Paiement carte,-41.96,Débit,P002,A013,TPE,Validée,0.0,EUR
333,T000000333,C004683,2025-02-02 05:43:10,Prélèvement,-37.06,Débit,P001,A018,DAB,Validée,0.0,EUR
334,T000000334,C003281,2025-01-10 10:22:31,Prélèvement,-46.98,Débit,P008,A015,TPE,Validée,0.0,EUR
335,T000000335,C005864,2023-11-04 21:02:11,Paiement carte,-69.62,Débit,P002,A019,Application mobile,Validée,0.0,EUR
336,T000000336,C005963,2023-06-05 15:11:34,Dépôt,117.77,Crédit,P002,A007,DAB,Validée,0.0,EUR
337,T000000337,C002967,2025-02-25 09:26:35,Paiement carte,-168.82,Débit,P001,A004,Application mobile,Validée,0.0,EUR
338,T000000338,C001030,2026-01-31 02:11:09,Retrait DAB,-51.85,Débit,P001,A004,Application mobile,Validée,0.0,EUR
339,T000000339,C000270,2024-05-31 06:58:33,Paiement carte,-57.21,Débit,P001,A012,Web,Validée,0.0,EUR
340,T000000340,C004980,2024-04-11 14:33:49,Virement émis,-137.2,Débit,P008,A001,Web,Validée,0.0,EUR
341,T000000341,C005578,2024-07-26 15:24:31,Prélèvement,-43.45,Débit,P009,A020,Application mobile,Validée,0.0,EUR
342,T000000342,C003274,2025-07-13 18:01:43,Remboursement,45.91,Crédit,P004,A008,TPE,Validée,0.0,EUR
343,T000000343,C001543,2024-09-06 20:28:27,Paiement carte,-124.33,Débit,P001,A005,TPE,Validée,0.0,EUR
344,T000000344,C000846,2026-03-27 21:51:56,Paiement carte,-305.02,Débit,P001,A021,Application mobile,Validée,0.0,EUR
345,T000000345,C001092,2023-06-05 10:28:26,Virement reçu,87.84,Crédit,P002,A022,Agence,Validée,0.0,EUR
346,T000000346,C005437,2023-06-14 05:02:32,Paiement carte,-24.96,Débit,P001,A007,Application mobile,Validée,0.0,EUR
347,T000000347,C000388,2025-05-05 08:37:05,Paiement carte,-42.83,Débit,P002,A021,Agence,Validée,0.0,EUR
348,T000000348,C001386,2023-03-15 11:21:19,Virement reçu,138.34,Crédit,P008,A007,Application mobile,Validée,0.0,EUR
349,T000000349,C000385,2023-11-18 12:21:50,Prélèvement,-103.63,Débit,,A006,Application mobile,Validée,0.0,EUR
350,T000000350,C001602,2024-10-04 08:54:14,Virement reçu,227.81,Crédit,P002,A012,Application mobile,Validée,0.0,EUR
351,T000000351,C000190,2024-03-02 04:53:54,Paiement carte,-8.83,Débit,P004,A007,TPE,Rejetée,0.0,EUR
352,T000000352,C002635,2023-04-23 13:53:01,Paiement carte,-81.0,Débit,P002,A017,Application mobile,Validée,0.0,EUR
353,T000000353,C000631,2026-02-10 02:29:40,Remboursement,63.5,crédit,P007,A002,Agence,Validée,0.0,EUR
354,T000000354,C005765,2024-01-01 02:08:48,Virement reçu,163.31,Crédit,P004,A013,TPE,Validée,0.0,EUR
355,T000000355,C001159,2023-09-19 05:57:28,Paiement carte,-41.03,Débit,P009,A020,Web,Validée,0.0,EUR
356,T000000356,C000926,2024-05-10 14:14:45,Paiement carte,-104.77,Débit,P001,A022,Application mobile,Validée,0.0,EUR
357,T000000357,C005883,2023-05-10 08:34:06,Virement émis,-67.24,Débit,P010,A007,TPE,Rejetée,0.0,EUR
358,T000000358,C002647,2025-02-02 00:19:16,Prélèvement,-19.17,Débit,P001,A023,Application mobile,Validée,0.0,EUR
359,T000000359,C003710,2025-11-12 18:59:17,Virement reçu,209.01,Crédit,P001,A015,TPE,Validée,0.0,EUR
360,T000000360,C005227,2023-02-15 18:03:40,Paiement carte,-29.56,Débit,P007,A005,Agence,Validée,0.0,EUR
361,T000000361,C002807,2023-06-23 11:13:43,Frais bancaires,-30.0,Débit,P002,A020,TPE,Validée,30.0,EUR
362,T000000362,C000926,2024-09-26 06:46:38,Virement reçu,89.44,Crédit,P003,A022,DAB,Validée,0.0,EUR
363,T000000363,C003208,2025-07-06 22:08:16,Prélèvement,-315.42,Débit,P006,A019,DAB,Validée,0.0,EUR
364,T000000364,C004730,2025-03-27 20:55:50,Paiement carte,-176.49,Débit,P003,A010,TPE,Validée,0.0,EUR
365,T000000365,C005494,2025-12-10 00:21:58,Prélèvement,-558.6,Débit,P009,A002,TPE,Validée,0.0,EUR
366,T000000366,C003371,2023-01-08 11:45:54,Retrait DAB,-37.79,Débit,P010,A022,Web,Validée,0.0,EUR
367,T000000367,C003271,2024-12-25 13:04:09,Virement reçu,345.59,Crédit,P004,A025,Application mobile,Validée,0.0,EUR
368,T000000368,C004538,2026-01-08 23:04:02,Virement émis,-39.05,Débit,P009,A017,Web,Validée,0.0,EUR
369,T000000369,C001480,2024-05-25 05:21:32,Paiement carte,-211.6,Débit,P001,A013,Application mobile,Validée,0.0,EUR
370,T000000370,C001464,2025-07-31 19:29:02,Dépôt,167.04,Crédit,P009,A018,Web,Validée,0.0,EUR
371,T000000371,C005023,2026-03-30 20:51:26,Paiement carte,-14.38,Débit,P004,A018,TPE,Validée,0.0,EUR
372,T000000372,C002325,2025-12-11 08:35:12,Paiement carte,-46.36,Débit,P009,A020,Application mobile,Validée,0.0,EUR
373,T000000373,C003246,2023-09-03 15:03:21,Prélèvement,-31.51,Débit,P001,A011,Application mobile,Validée,0.0,EUR
374,T000000374,C001855,2024-02-15 20:58:28,Virement reçu,608.32,Crédit,P004,A020,DAB,Validée,0.0,EUR
375,T000000375,C005853,2024-07-27 23:59:12,Paiement carte,-148.23,Débit,P001,A006,Application mobile,Validée,0.0,EUR
376,T000000376,C005802,2025-10-30 04:17:29,Paiement carte,-54.69,Débit,P007,A015,TPE,Validée,0.0,EUR
377,T000000377,C000340,2024-04-22 21:31:29,Paiement carte,-42.15,Débit,P001,A002,Application mobile,Validée,0.0,EUR
378,T000000378,C005408,2025-11-24 08:56:56,Virement émis,-97.62,Débit,P007,A021,Agence,Validée,0.0,EUR
379,T000000379,C005954,2023-01-07 12:18:57,Virement émis,-80.02,Débit,P004,A014,Web,Validée,0.0,EUR
380,T000000380,C003325,2024-12-21 17:44:49,Paiement carte,-187.61,Débit,P007,A011,DAB,Validée,0.0,EUR
381,T000000381,C002144,2026-04-23 16:03:51,Paiement carte,-155.4,Débit,P002,A009,Agence,Validée,0.0,EUR
382,T000000382,C004900,2026-04-21 01:32:52,Virement reçu,127.46,Crédit,P001,A018,Agence,Validée,0.0,EUR
383,T000000383,C003905,2023-01-27 21:27:09,Frais bancaires,-30.0,Débit,P001,A005,Web,Validée,30.0,EUR
384,T000000384,C005340,2025-02-01 05:11:41,Remboursement,48.13,Crédit,P010,A009,Application mobile,Validée,0.0,EUR
385,T000000385,C003711,2025-10-11 00:10:41,Prélèvement,-27.86,Débit,P003,A016,TPE,Validée,0.0,EUR
386,T000000386,C002629,2023-01-27 09:26:56,Dépôt,533.77,Crédit,P005,A019,Web,Validée,0.0,EUR
387,T000000387,C000916,2025-03-06 08:50:54,Virement reçu,66.94,Crédit,P001,A019,DAB,Validée,0.0,EUR
388,T000000388,C005209,2023-08-27 15:06:56,Paiement carte,-70.72,Débit,P002,A012,Web,Validée,0.0,EUR
389,T000000389,C003000,2024-12-20 17:16:28,Paiement carte,-153.45,Débit,P001,A025,TPE,Validée,0.0,EUR
390,T000000390,C004329,2023-03-24 02:11:50,Paiement carte,-122.63,Débit,P002,A007,Agence,Validée,0.0,EUR
391,T000000391,C002148,2024-04-14 03:57:44,Frais bancaires,-20.0,Débit,P002,A006,Application mobile,Validée,20.0,EUR
392,T000000392,C001647,2023-05-25 16:11:34,Paiement carte,-63.74,Débit,P009,A019,Web,Validée,0.0,EUR
393,T000000393,C001958,2025-10-14 08:22:52,Paiement carte,-198.51,débit,P002,A016,TPE,Validée,0.0,EUR
394,T000000394,C004712,2026-02-09 00:39:45,Paiement carte,-181.92,Débit,P005,A012,Application mobile,Validée,0.0,EUR
395,T000000395,C003655,2024-04-27 02:44:42,Paiement carte,-83.36,Débit,P001,A004,DAB,Validée,0.0,EUR
396,T000000396,C001446,2025-05-21 23:02:28,Paiement carte,-40.01,Débit,P004,A018,Application mobile,Validée,0.0,EUR
397,T000000397,C002536,2024-05-07 21:19:10,Prélèvement,-89.03,Débit,P003,A002,Web,Validée,0.0,EUR
398,T000000398,C003678,2024-03-29 12:00:10,Frais bancaires,-45.0,Débit,P003,A020,DAB,Validée,45.0,EUR
399,T000000399,C001570,2023-01-27 21:51:45,Paiement carte,-79.13,Débit,P002,A008,TPE,Validée,0.0,EUR
400,T000000400,C001220,2026-06-06 03:53:27,Prélèvement,-59.02,Débit,P001,A003,Web,Validée,0.0,EUR
401,T000000401,C004047,2025-08-04 17:47:41,Virement reçu,36.41,Crédit,P001,A007,Application mobile,Validée,0.0,EUR
402,T000000402,C003620,2026-04-07 20:22:52,Remboursement,144.81,Crédit,P001,A020,Application mobile,Rejetée,0.0,EUR
403,T000000403,C001934,2024-06-30 16:57:12,Prélèvement,-42.47,Débit,P002,A004,Web,Validée,0.0,EUR
404,T000000404,C001045,2025-05-20 08:35:50,Frais bancaires,-30.0,Débit,P008,A013,Application mobile,Validée,30.0,EUR
405,T000000405,C003211,2025-08-14 13:21:14,Dépôt,401.46,Crédit,P002,A021,Application mobile,Validée,0.0,EUR
406,T000000406,C000484,2025-02-02 04:19:35,Frais bancaires,-8.0,Débit,P004,A006,Web,Validée,8.0,EUR
407,T000000407,C003554,2025-07-24 20:24:34,Virement émis,-62.31,Débit,P001,A007,Web,Validée,0.0,EUR
408,T000000408,C005682,2024-08-01 09:09:17,Virement émis,-54.76,Débit,P003,A005,Web,Validée,0.0,EUR
409,T000000409,C001867,2024-03-08 18:32:20,Virement reçu,279.27,Crédit,P001,A014,Web,Validée,0.0,EUR
410,T000000410,C003650,2025-02-22 13:12:39,Prélèvement,-18.8,Débit,P001,A025,Application mobile,Validée,0.0,EUR
411,T000000411,C005186,2025-08-04 06:03:55,Paiement carte,-240.51,Débit,P006,A017,Web,Validée,0.0,EUR
412,T000000412,C003106,2026-01-03 20:54:16,Paiement carte,-66.68,Débit,P004,A019,Application mobile,Validée,0.0,EUR
413,T000000413,C000709,2023-09-04 12:34:03,Paiement carte,-539.0,Débit,P004,A021,Application mobile,Validée,0.0,EUR
414,T000000414,C002614,2025-12-09 22:38:53,Paiement carte,-90.9,Débit,P003,A012,Web,Validée,0.0,EUR
415,T000000415,C001011,2023-07-28 23:28:02,Frais bancaires,-2.5,Débit,P007,A002,Application mobile,Validée,2.5,EUR
